numeroApolice,total_veiculos,pct_autonomos,motorista_licenciado,classe_risco,sinistralidade_rc_declarada,sinistralidade_rcfv_declarada,valor_pago_historico,valor_sinistro_historico,qt_cias_anteriores,tipo_sinistro_predominante,lmi_por_veiculo,premio_por_veiculo,qt_coberturas_ativas,agravo_aplicado,desconto_aplicado,referral_pendente,tempo_cotacao_emissao,parcelas_com_juros,apolice_anterior,_perfil_gerador,cluster
RCT-2026-000221,0.2602739726027397,0.2704660709973436,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8653057158114433,0.2981094569714288,0.75,0.0,1.0,1.0,0.0674157303370786,0.0,1.0,alta_cobertura,0
RCT-2026-000222,1.0,0.4763107183201541,1.0,1.0,1.0,1.0,0.5483447728634302,0.5879849684453203,1.0,1.0,0.2403697938386263,0.8409598269579641,0.375,1.0,0.0,0.0,0.0112359550561797,1.0,0.0,alto_risco,1
RCT-2026-000223,0.8493150684931506,0.4715054182583612,1.0,1.0,1.0,1.0,0.6694810220900232,0.665817095800054,1.0,0.3333333333333333,0.0206155984610221,0.6690304228225787,0.375,1.0,0.0,0.0,0.0561797752808988,0.0,0.0,alto_risco,1
RCT-2025-000224,0.1164383561643835,0.1663366336633663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365524158429418,0.0676944203485511,1.0,0.0,0.0,0.0,0.0337078651685393,0.0,0.0,alta_cobertura,0
RCT-2026-000225,0.0410958904109589,0.1232123212321232,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.5047299158789474,0.1522549265906818,0.125,0.0,0.0,1.0,0.3146067415730337,1.0,0.0,referral,2
RCT-2025-000226,0.3835616438356164,0.1691558986407115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3692692432961568,0.1842528190599474,0.875,0.0,1.0,0.0,0.0,0.0,0.0,alta_cobertura,0
RCT-2025-000227,0.0136986301369863,0.2217821782178217,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.3643886245387002,0.3135197868774085,0.625,0.0,0.0,1.0,0.7191011235955056,1.0,0.0,referral,2
RCT-2026-000228,0.9383561643835616,0.491089108910891,0.0,0.75,0.0,1.0,0.5694272855275082,0.537605057228753,0.6666666666666666,0.3333333333333333,0.2899148347122232,1.0,0.5,0.0,0.0,1.0,0.0112359550561797,0.0,1.0,alto_risco,1
RCT-2026-000229,0.8013698630136986,0.5636963696369636,0.0,1.0,1.0,1.0,0.2815814585227347,0.3349197137195414,0.3333333333333333,0.6666666666666666,0.0865662057371903,0.5146218821084214,0.375,1.0,0.0,0.0,0.0786516853932584,0.0,1.0,alto_risco,1
RCT-2024-000230,0.4931506849315068,0.4731353135313531,0.0,0.75,0.0,1.0,0.054421380437429,0.063404753016887,0.3333333333333333,0.3333333333333333,0.0038040022127241,0.525170114081555,0.5,1.0,0.0,0.0,0.0561797752808988,1.0,1.0,alto_risco,1
RCT-2025-000231,0.1438356164383561,0.1848184818481847,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.7042869693612562,0.1038612326012224,0.875,0.0,0.0,1.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2025-000232,0.0753424657534246,0.396039603960396,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.4317334674284313,0.1325467819375906,0.375,0.0,0.0,1.0,0.3820224719101123,1.0,0.0,referral,2
RCT-2025-000233,0.184931506849315,0.2957095709570956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4581480903897601,0.0323676132788904,0.875,0.0,1.0,0.0,0.0112359550561797,0.0,0.0,alta_cobertura,0
RCT-2026-000234,0.1780821917808219,0.9559576647319904,0.0,1.0,1.0,1.0,0.2679353013615417,0.2984121393843473,0.3333333333333333,1.0,0.0846663067344837,0.7515923889981595,0.5,0.0,0.0,0.0,0.0,0.0,1.0,alto_risco,1
RCT-2025-000235,0.1986301369863013,0.0346534653465346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956740902260218,0.1905293828874157,0.875,0.0,0.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2026-000236,0.0547945205479452,0.3024302430243024,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1134958657873272,0.2020757651048175,0.625,1.0,0.0,1.0,0.8426966292134831,1.0,0.0,referral,2
RCT-2025-000237,0.4246575342465754,0.8018278750952017,0.0,0.75,1.0,1.0,0.3468128066688104,0.3392165687028964,1.0,1.0,0.0018725959656106,0.5807460060964698,0.25,0.0,0.0,0.0,0.0449438202247191,1.0,0.0,alto_risco,1
RCT-2024-000238,0.541095890410959,0.973677855590437,0.0,1.0,1.0,1.0,0.2630255535645261,0.3328591346275045,0.3333333333333333,0.6666666666666666,0.2799826382563239,0.3624178243826839,0.125,1.0,0.0,0.0,0.0561797752808988,1.0,0.0,alto_risco,1
RCT-2025-000239,0.1917808219178082,0.3219418716065155,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.733524828673537,0.2487142626140844,0.875,0.0,0.0,0.0,0.0786516853932584,0.0,1.0,alta_cobertura,0
RCT-2025-000240,0.0616438356164383,0.1848184818481847,1.0,0.25,1.0,0.0,0.0138689090092453,0.0193656048109566,0.3333333333333333,0.0,0.4610079626701301,0.2922529202839762,0.25,1.0,0.0,1.0,0.5168539325842696,0.0,0.0,referral,2
RCT-2025-000241,0.1506849315068493,0.4879207920792078,1.0,0.25,1.0,0.0,0.0142066453707838,0.0130622312891897,0.3333333333333333,0.0,0.3095024677672863,0.3241852835368559,0.875,1.0,0.0,1.0,0.595505617977528,1.0,0.0,referral,2
RCT-2025-000242,0.0684931506849315,0.1706016755521706,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0800915709469869,0.3422124168630304,0.5,0.0,0.0,1.0,0.247191011235955,0.0,0.0,referral,2
RCT-2026-000243,0.1438356164383561,0.5544554455445544,0.0,0.5,1.0,0.0,0.0100580719161791,0.0104578822849526,0.3333333333333333,0.0,0.4247405543696447,0.5577176899070229,0.5,1.0,0.0,1.0,0.7303370786516854,1.0,0.0,referral,2
RCT-2025-000244,0.136986301369863,0.4339216530348687,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.2162909647254026,0.4801863633492541,0.5,0.0,0.0,1.0,0.2696629213483146,1.0,0.0,referral,2
RCT-2024-000245,0.9726027397260274,0.8106520996927278,1.0,1.0,0.0,0.0,0.3073688006135021,0.3529996017406839,0.6666666666666666,0.3333333333333333,0.0244980469894026,0.9437840187352148,0.25,1.0,0.0,1.0,0.0224719101123595,0.0,0.0,alto_risco,1
RCT-2026-000246,0.2465753424657533,0.2843361259202843,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3260264731580727,0.2783630867288657,0.375,0.0,0.0,1.0,0.1573033707865168,1.0,0.0,referral,2
RCT-2025-000247,0.0136986301369863,0.4435643564356435,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4361330193551341,0.5436912602758615,0.375,0.0,0.0,1.0,0.9775280898876404,0.0,0.0,referral,2
RCT-2025-000248,0.3082191780821918,0.1617161716171617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6034905801341256,0.1562961056701201,0.75,0.0,0.0,0.0,0.0112359550561797,0.0,0.0,alta_cobertura,0
RCT-2025-000249,0.0410958904109589,0.3696369636963695,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2604253718691923,0.1393718683760673,0.625,0.0,0.0,1.0,0.7640449438202247,1.0,0.0,referral,2
RCT-2024-000250,0.1643835616438356,0.2464246424642464,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.2775664818398742,0.4036690074198804,0.5,0.0,0.0,1.0,0.3258426966292135,1.0,0.0,referral,2
RCT-2026-000251,0.2260273972602739,0.3388338833883388,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.115913708327982,0.4581938156285078,0.75,1.0,0.0,1.0,0.3258426966292135,0.0,0.0,referral,2
RCT-2026-000252,0.1232876712328767,0.4224422442244224,1.0,0.25,1.0,0.0,0.0200645524286963,0.0182424076660974,0.3333333333333333,0.0,0.2051978684853706,0.3771215622926184,0.625,0.0,0.0,1.0,0.6067415730337078,1.0,0.0,referral,2
RCT-2025-000253,0.0410958904109589,0.2464246424642464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4053676536644431,0.3113014309910991,1.0,0.0,1.0,0.0,0.1011235955056179,0.0,1.0,alta_cobertura,0
RCT-2026-000254,0.1301369863013698,0.3528352835283528,0.0,0.25,0.0,1.0,0.0146859879242505,0.0174222597219314,0.3333333333333333,0.0,0.351043299578565,0.2820520624924165,0.25,1.0,0.0,1.0,0.6516853932584269,0.0,0.0,referral,2
RCT-2026-000255,0.1780821917808219,0.4206213724820757,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.1531967466919368,0.55460360475335,0.625,1.0,0.0,1.0,0.8764044943820224,1.0,0.0,referral,2
RCT-2025-000256,0.3082191780821918,0.3234323432343234,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.7517533854057997,0.3460771553164902,0.75,0.0,0.0,1.0,0.0,0.0,0.0,alta_cobertura,2
RCT-2025-000257,0.184931506849315,0.3326732673267326,1.0,0.5,0.0,1.0,0.0062438118998655,0.0074695326680181,0.3333333333333333,0.0,0.2911826517018305,0.0974631745068214,0.375,0.0,0.0,1.0,0.5056179775280898,1.0,0.0,referral,2
RCT-2025-000258,0.0958904109589041,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.8077677846597094,0.0466563036020986,0.75,0.0,1.0,0.0,0.0112359550561797,0.0,0.0,alta_cobertura,0
RCT-2026-000259,0.0273972602739726,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5627534015515682,0.297136095361014,0.875,0.0,1.0,0.0,0.0449438202247191,0.0,1.0,alta_cobertura,0
RCT-2026-000260,0.0753424657534246,0.2376237623762375,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0849078089436473,0.1531481723504252,0.75,1.0,0.0,1.0,0.5056179775280898,1.0,0.0,referral,2
RCT-2026-000261,0.1438356164383561,0.0462046204620461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6570022342623313,0.0008367937270251,0.75,0.0,0.0,0.0,0.0674157303370786,0.0,1.0,alta_cobertura,0
RCT-2024-000262,0.2945205479452054,0.0964270340077485,1.0,0.0,0.0,0.0,0.0072816907873577,0.0068492727336721,0.3333333333333333,1.0,0.3790784377532556,0.0117820913728487,0.75,0.0,1.0,0.0,0.0224719101123595,0.0,0.0,alta_cobertura,0
RCT-2025-000263,0.2397260273972602,0.321000521104742,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3908247862040631,0.2163182149785716,1.0,0.0,1.0,0.0,0.1011235955056179,0.0,1.0,alta_cobertura,0
RCT-2026-000264,0.1095890410958904,0.2334549244398123,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3243138239388176,0.4935518929545691,0.5,1.0,0.0,1.0,0.3258426966292135,1.0,0.0,referral,2
RCT-2025-000265,0.1986301369863013,0.797029702970297,1.0,0.75,0.0,1.0,0.1361957785273255,0.1251743137050529,0.3333333333333333,0.3333333333333333,0.3477226744032264,0.5251609148891558,0.5,1.0,0.0,0.0,0.0449438202247191,1.0,1.0,alto_risco,1
RCT-2024-000266,0.5205479452054794,0.5755107156285248,0.0,1.0,1.0,1.0,0.0696276907806737,0.0665913936688627,0.3333333333333333,0.6666666666666666,0.0047494834886175,0.7202525998315548,0.625,0.0,0.0,0.0,0.0898876404494382,0.0,0.0,alto_risco,1
RCT-2026-000267,0.0753424657534246,0.0792079207920792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8661942070779999,0.3168807650621674,0.75,0.0,1.0,0.0,0.0898876404494382,0.0,1.0,alta_cobertura,0
RCT-2026-000268,0.958904109589041,0.9538184587689535,1.0,1.0,1.0,1.0,0.6561284508172155,0.7134380260709006,1.0,0.6666666666666666,0.3596585474193516,0.2488513001489238,0.375,1.0,0.0,0.0,0.0224719101123595,1.0,1.0,alto_risco,1
RCT-2026-000269,0.1027397260273972,0.308030803080308,0.0,0.75,1.0,0.0,0.0184071577581145,0.0234364920879046,0.3333333333333333,0.0,0.2385207155076096,0.1096016713897454,0.375,0.0,0.0,1.0,0.8651685393258426,0.0,0.0,referral,2
RCT-2025-000270,0.2671232876712328,0.5016501650165016,0.0,1.0,1.0,1.0,0.0396725754446798,0.0394371189469781,0.3333333333333333,1.0,0.2882644680299391,0.807846759852348,0.625,0.0,0.0,0.0,0.0,1.0,0.0,alto_risco,1
RCT-2025-000271,0.4931506849315068,0.901914191419142,0.0,0.75,1.0,1.0,0.0343899242012451,0.0376106614272825,0.3333333333333333,0.6666666666666666,0.2153941662672662,0.809684858959768,0.5,0.0,0.0,1.0,0.0898876404494382,0.0,0.0,alto_risco,1
RCT-2024-000272,0.2123287671232876,0.652300524170064,0.0,0.75,0.0,0.0,0.7102131470016425,0.7655699073406927,1.0,0.3333333333333333,0.3636777941924088,0.4844001771343846,0.375,1.0,0.0,0.0,0.0337078651685393,1.0,1.0,alto_risco,1
RCT-2025-000273,0.0342465753424657,0.5544554455445544,1.0,0.5,0.0,0.0,0.0146994653869954,0.0205473914961152,0.3333333333333333,0.0,0.3594153098232773,0.1846207402130779,0.5,1.0,0.0,1.0,0.3595505617977528,1.0,0.0,referral,2
RCT-2026-000274,0.0821917808219178,0.2957095709570956,1.0,0.25,0.0,0.0,0.0028752126818363,0.0025631402952609,0.3333333333333333,1.0,0.6266759144544626,0.1559126973868562,0.75,0.0,1.0,0.0,0.0561797752808988,0.0,1.0,alta_cobertura,0
RCT-2025-000275,0.2397260273972602,0.1167274622199061,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.2773154267175205,0.2791836784597629,0.625,0.0,0.0,1.0,0.3820224719101123,1.0,0.0,referral,2
RCT-2024-000276,0.5616438356164384,0.5218404193360512,0.0,0.75,0.0,1.0,0.2815446442453038,0.2776707788246162,0.6666666666666666,0.6666666666666666,0.3367649897438104,0.308816704041115,0.75,1.0,0.0,0.0,0.1011235955056179,1.0,0.0,alto_risco,1
RCT-2025-000277,0.3698630136986301,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928102786143045,0.3383359296399466,0.75,0.0,1.0,0.0,0.0112359550561797,0.0,0.0,alta_cobertura,0
RCT-2026-000278,0.1643835616438356,0.2053538687202053,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4310582577675893,0.342632209415051,0.375,1.0,0.0,1.0,0.9775280898876404,1.0,0.0,referral,2
RCT-2024-000279,0.3150684931506849,0.2036775106082036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9648145396749538,0.3067588371061986,0.875,0.0,1.0,0.0,0.0112359550561797,0.0,1.0,alta_cobertura,0
RCT-2025-000280,0.0958904109589041,0.326150262085032,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.188726936021387,0.5787124259884358,0.5,0.0,0.0,1.0,0.595505617977528,1.0,0.0,referral,2
RCT-2024-000281,0.9383561643835616,0.6178217821782178,1.0,0.75,1.0,0.0,0.121426593097271,0.1219129912457602,0.6666666666666666,1.0,0.1471255722676846,0.3066025301007177,0.375,0.0,0.0,0.0,0.0224719101123595,1.0,0.0,alto_risco,1
RCT-2025-000282,0.0410958904109589,0.1232123212321232,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2711987742824512,0.1853620900887829,0.5,0.0,0.0,1.0,0.3595505617977528,1.0,0.0,referral,2
RCT-2025-000283,0.4452054794520548,0.9947582993593476,0.0,0.75,1.0,1.0,0.0931750366693149,0.0866912688940124,0.3333333333333333,0.3333333333333333,0.3674292086028921,0.6103131118193257,0.625,1.0,0.0,1.0,0.0898876404494382,1.0,1.0,alto_risco,1
RCT-2026-000284,0.3493150684931506,0.2053538687202053,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4576300757427234,0.2089307638813091,1.0,0.0,0.0,0.0,0.0674157303370786,0.0,0.0,alta_cobertura,0
RCT-2026-000285,0.3561643835616438,0.0604860486048604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961510565403252,0.2559060634000817,1.0,0.0,0.0,0.0,0.0561797752808988,0.0,1.0,alta_cobertura,0
RCT-2024-000286,0.0821917808219178,0.2217821782178217,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5245045558548116,0.1455323407846559,0.625,1.0,0.0,1.0,0.550561797752809,1.0,0.0,referral,2
RCT-2026-000287,0.1712328767123287,0.1584158415841584,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.1815531623272714,0.44370943990931,0.375,1.0,0.0,1.0,0.2247191011235955,0.0,0.0,referral,2
RCT-2025-000288,0.9794520547945206,0.6152176861521768,0.0,1.0,1.0,1.0,0.0201435891070756,0.0233724314303073,0.3333333333333333,0.6666666666666666,0.2740905568030862,0.8249202321112834,0.375,1.0,0.0,0.0,0.0224719101123595,1.0,1.0,alto_risco,1
RCT-2025-000289,0.3287671232876712,0.8914773830324209,0.0,0.75,1.0,1.0,0.4178907314731755,0.4740144805645825,1.0,0.3333333333333333,0.2223210034122417,0.9646297790204136,0.25,1.0,0.0,0.0,0.0449438202247191,1.0,0.0,alto_risco,1
RCT-2025-000290,0.3287671232876712,0.3044069112793632,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7836328635374986,0.221038527887913,0.875,0.0,1.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2024-000291,0.136986301369863,0.2410675850193714,1.0,0.25,0.0,1.0,0.0064760803314669,0.0071036691260233,0.3333333333333333,1.0,0.3628831778559009,0.3158037695177083,0.75,0.0,0.0,0.0,0.0224719101123595,0.0,0.0,alta_cobertura,0
RCT-2025-000292,0.1232876712328767,0.4752475247524751,0.0,0.5,1.0,0.0,0.0132194105132035,0.0178654497966706,0.3333333333333333,0.0,0.4736080809286407,0.468979708864161,0.625,0.0,0.0,1.0,0.2921348314606741,1.0,0.0,referral,2
RCT-2025-000293,0.6506849315068494,0.8599717114568598,0.0,1.0,1.0,0.0,0.459629205340899,0.546828579404875,0.6666666666666666,0.3333333333333333,0.1320236099908324,0.6393440294251664,0.375,0.0,0.0,1.0,0.0112359550561797,1.0,1.0,alto_risco,1
RCT-2025-000294,0.0,0.3696369636963695,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.1427907857409984,0.438151460136669,0.25,0.0,0.0,1.0,0.2247191011235955,1.0,0.0,referral,2
RCT-2025-000295,0.0547945205479452,0.3024302430243024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3380941083735326,0.1544842722288751,0.875,0.0,1.0,0.0,0.1011235955056179,0.0,1.0,alta_cobertura,0
RCT-2024-000296,0.0205479452054794,0.3696369636963695,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4396462972345637,0.0266112878675209,1.0,0.0,0.0,0.0,0.0224719101123595,0.0,1.0,alta_cobertura,0
RCT-2024-000297,0.047945205479452,0.4435643564356435,0.0,0.25,1.0,0.0,0.0225880038089566,0.0214003450200637,0.3333333333333333,0.0,0.1327827044750643,0.3831572777257562,0.75,1.0,0.0,1.0,0.449438202247191,1.0,0.0,referral,2
RCT-2025-000298,0.684931506849315,0.8182255118715754,0.0,0.75,1.0,1.0,0.17601962908899,0.2094477247606702,0.6666666666666666,1.0,0.3134996831770491,0.5970343657000627,0.375,1.0,0.0,0.0,0.0674157303370786,1.0,1.0,alto_risco,1
RCT-2025-000299,0.2191780821917808,0.19009900990099,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5225137822182773,0.3228146580585284,0.375,0.0,0.0,1.0,0.8876404494382022,1.0,0.0,referral,2
RCT-2025-000300,0.2808219178082192,0.2772277227722772,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5200353630616306,0.1561671132458245,0.75,0.0,1.0,0.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2025-000301,0.0958904109589041,0.0652300524170064,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.934276712503591,0.2608837440167185,0.875,0.0,1.0,0.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2025-000302,0.0684931506849315,0.2559025133282558,1.0,0.0,0.0,0.0,0.0091987848822419,0.0082676440501563,0.3333333333333333,1.0,0.6436144541662416,0.1004561583997007,0.875,0.0,1.0,0.0,0.0112359550561797,0.0,1.0,alta_cobertura,0
RCT-2024-000303,0.4452054794520548,0.6849155503785672,0.0,0.75,1.0,1.0,0.3626302397302138,0.419983923026762,1.0,0.3333333333333333,0.2359023519096072,0.6982082391791229,0.25,1.0,0.0,0.0,0.0224719101123595,0.0,0.0,alto_risco,1
RCT-2025-000304,0.0547945205479452,0.3024302430243024,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.5356590542670275,0.365191072818225,0.5,1.0,0.0,1.0,0.7865168539325842,0.0,0.0,referral,2
RCT-2026-000305,0.1232876712328767,0.1584158415841584,1.0,0.5,0.0,1.0,0.0199176618907254,0.0218650858047155,0.3333333333333333,0.0,0.224400622317884,0.5285212996527,0.5,0.0,0.0,1.0,0.2584269662921348,1.0,0.0,referral,2
RCT-2025-000306,0.0890410958904109,0.1386138613861386,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.4763019315684452,0.3286520976671984,0.75,0.0,0.0,1.0,0.2022471910112359,1.0,0.0,referral,2
RCT-2026-000307,0.1438356164383561,0.5082508250825082,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.4328789087496396,0.4411794209740868,0.25,1.0,0.0,1.0,0.4606741573033708,1.0,0.0,referral,2
RCT-2025-000308,0.1232876712328767,0.264026402640264,1.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.467758401985583,0.3210369077277286,0.75,1.0,0.0,1.0,0.5393258426966292,0.0,0.0,referral,2
RCT-2026-000309,0.5821917808219178,0.5166516651665166,0.0,0.75,1.0,1.0,0.6527033186178737,0.6721232365664773,0.6666666666666666,0.6666666666666666,0.0416709770055833,0.4241685417145029,0.25,1.0,0.0,0.0,0.0,1.0,1.0,alto_risco,1
RCT-2026-000310,0.0821917808219178,0.1478547854785478,1.0,0.5,0.0,1.0,0.0109467703824153,0.0105430500483572,0.3333333333333333,1.0,0.9970543167356232,0.3438908519329163,0.75,0.0,1.0,0.0,0.0,0.0,0.0,alta_cobertura,0
RCT-2025-000311,0.1301369863013698,0.0504050405040504,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.8692809860294702,0.2025678921742283,0.875,0.0,1.0,0.0,0.0337078651685393,0.0,1.0,alta_cobertura,0
RCT-2025-000312,0.4246575342465754,0.5118050266565117,0.0,0.75,1.0,1.0,0.3877912487554293,0.3888828772317738,1.0,0.6666666666666666,0.3815947741949349,0.7674994967849476,0.5,1.0,0.0,0.0,0.1011235955056179,0.0,0.0,alto_risco,1
RCT-2024-000313,0.0753424657534246,0.396039603960396,0.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.4922931614560251,0.3632220749340795,0.625,0.0,0.0,1.0,0.3707865168539326,0.0,0.0,referral,2
RCT-2025-000314,0.0890410958904109,0.2772277227722772,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1211774717731268,0.2197106093181213,0.75,0.0,0.0,1.0,0.2921348314606741,1.0,0.0,referral,2
RCT-2026-000315,0.0068493150684931,0.2772277227722772,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4441365599768346,0.1193981635737752,0.625,0.0,0.0,1.0,0.898876404494382,1.0,0.0,referral,2
RCT-2025-000316,0.0136986301369863,0.2217821782178217,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3707088907168215,0.145901332423115,0.75,1.0,0.0,1.0,0.4269662921348314,0.0,0.0,referral,2
RCT-2026-000317,0.1232876712328767,0.2112211221122112,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5549797892554119,0.2732122775332019,0.75,0.0,1.0,0.0,0.0561797752808988,0.0,0.0,alta_cobertura,0
RCT-2026-000318,0.0684931506849315,0.2559025133282558,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5766250624290824,0.0124418571494295,1.0,0.0,1.0,0.0,0.0674157303370786,0.0,1.0,alta_cobertura,0
RCT-2025-000319,0.6232876712328766,0.4600800505582472,0.0,0.75,0.0,1.0,0.3355447908930475,0.3877931278364495,0.6666666666666666,0.3333333333333333,0.0827548454987449,0.4971591465444397,0.375,0.0,0.0,1.0,0.0112359550561797,0.0,0.0,alto_risco,1
RCT-2024-000320,0.1643835616438356,0.4107077374404106,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.2892600551282631,0.2315357940210932,0.375,1.0,0.0,1.0,0.2584269662921348,1.0,0.0,referral,2
RCT-2025-000321,0.1164383561643835,0.1108910891089108,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4240498914728967,0.1736955065786576,0.75,0.0,1.0,0.0,0.0898876404494382,0.0,1.0,alta_cobertura,0
RCT-2025-000322,0.4178082191780822,0.8490099009900989,0.0,1.0,0.0,1.0,0.457011711643767,0.4641634486955945,0.6666666666666666,0.3333333333333333,0.0294525104144505,0.5681853056081356,0.125,1.0,0.0,0.0,0.1011235955056179,0.0,1.0,alto_risco,1
RCT-2026-000323,0.4041095890410958,0.8406259980836792,0.0,1.0,1.0,1.0,0.2430128067697366,0.27131256738584,0.6666666666666666,0.3333333333333333,0.1221488042223025,0.6045039943743373,0.375,1.0,0.0,0.0,0.0561797752808988,0.0,1.0,alto_risco,1
RCT-2026-000324,0.3150684931506849,0.5884016973125884,0.0,0.75,1.0,0.0,0.0805858296480891,0.0764857719961338,0.3333333333333333,1.0,0.2217086843750844,0.5359478842301064,0.5,0.0,0.0,0.0,0.0449438202247191,0.0,0.0,alto_risco,1
RCT-2024-000325,0.2945205479452054,0.6990959965561773,1.0,0.75,1.0,1.0,0.273161176829386,0.2813117968243852,0.6666666666666666,0.3333333333333333,0.3682515538421806,0.8822156680767863,0.125,0.0,0.0,0.0,0.0224719101123595,0.0,0.0,alto_risco,1
RCT-2025-000326,0.2808219178082192,0.1764176417641764,0.0,0.25,0.0,0.0,0.0134126033481216,0.0119094478629116,0.3333333333333333,1.0,0.6006293427979954,0.095693937284642,0.875,0.0,1.0,1.0,0.0561797752808988,0.0,0.0,alta_cobertura,0
RCT-2024-000327,0.8013698630136986,0.924092409240924,0.0,0.75,0.0,1.0,0.4181148639161401,0.4442178082806344,0.6666666666666666,1.0,0.284152866917137,0.7411539381040861,0.375,1.0,0.0,0.0,0.0561797752808988,0.0,0.0,alto_risco,1
RCT-2026-000328,0.3013698630136986,0.6842216136507266,0.0,1.0,1.0,0.0,0.1267176659696693,0.1243593326925126,0.3333333333333333,0.6666666666666666,0.1220767336392458,0.3123669187408793,0.5,0.0,0.0,0.0,0.0898876404494382,1.0,0.0,alto_risco,1
RCT-2025-000329,0.7671232876712328,0.607490314248816,0.0,1.0,1.0,1.0,0.4968391565128751,0.5426092072719015,0.6666666666666666,0.3333333333333333,0.2254010702951517,0.9632503430317187,0.25,1.0,0.0,0.0,0.0674157303370786,0.0,1.0,alto_risco,1
RCT-2026-000330,0.2260273972602739,0.4004400440044003,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2425300077762507,0.1737083058597596,0.75,1.0,0.0,1.0,1.0,0.0,0.0,referral,2
